"bionet_name","species_code","original_source","trait_code","norm_value","best","lower","upper","raw_value","notes"
"Acacia elongata","3769","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Acacia linifolia","3814","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Acacia longifolia","3816","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Acacia longissima","3817","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Acacia myrtifolia","3834","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Acacia suaveolens","3881","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Acacia terminalis","3885","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Acacia ulicifolia","3893","Auld 1991","surv1","Few",NA,NA,NA,"Probable fire response, FS;R?",NA
"Aotus ericoides","2770","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Bossiaea heterophylla","2780","Auld 1991","surv1","Few",NA,NA,NA,"Probable fire response, FS;R?",NA
"Bossiaea obcordata","2784","Auld 1991","surv1","Most",NA,NA,NA,"Probable fire response, FS;R",NA
"Bossiaea rhombifolia","2787","Auld 1991","surv1","Few",NA,NA,NA,"Probable fire response, R?",NA
"Bossiaea stephensonii","2791","Auld 1991","surv1","Few",NA,NA,NA,"Probable fire response, R?",NA
"Daviesia alata","2831","Auld 1991","surv1","Few",NA,NA,NA,"Probable fire response, R?",NA
"Dillwynia floribunda","2843","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Dillwynia retorta","2850","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Glycine clandestina","2860","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Gompholobium glabratum","2864","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Gompholobium grandiflorum","2865","Auld 1991","surv1","Few",NA,NA,NA,"Probable fire response, FS;R?",NA
"Gompholobium minus","2867","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Hardenbergia violacea","2873","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Kennedia rubicunda","2898","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Phyllota phylicoides","2958","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Pultenaea daphnoides","2985","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Pultenaea flexilis","2993","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Pultenaea glabra","2995","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Pultenaea linophylla","3002","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Pultenaea polifolia","3011","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Pultenaea stipularis","3018","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Sphaerolobium vimineum","3033","Auld 1991","surv1","Few",NA,NA,NA,"Probable fire response, FS;R?",NA
"Viminaria juncea","3105","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Mirbelia platylobioides","2936","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Platylobium formosum","2961","Auld 1991","surv1","All",NA,NA,NA,"Probable fire response, R",NA
"Almaleea incurvata","8365","Auld 1991","surv1","None",NA,NA,NA,"Probable fire response, FS",NA
"Acacia elongata","3769","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Acacia linifolia","3814","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Acacia longifolia","3816","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Acacia longissima","3817","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Acacia myrtifolia","3834","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Acacia suaveolens","3881","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Acacia terminalis","3885","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Acacia ulicifolia","3893","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Aotus ericoides","2770","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Bossiaea heterophylla","2780","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Bossiaea obcordata","2784","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Bossiaea rhombifolia","2787","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Bossiaea stephensonii","2791","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Daviesia alata","2831","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Dillwynia brunioides","7556","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Dillwynia floribunda","2843","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Dillwynia retorta","2850","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Glycine clandestina","2860","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Gompholobium glabratum","2864","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Gompholobium grandiflorum","2865","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Gompholobium minus","2867","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Hardenbergia violacea","2873","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Kennedia rubicunda","2898","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Phyllota phylicoides","2958","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Pultenaea daphnoides","2985","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Pultenaea flexilis","2993","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Pultenaea glabra","2995","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Pultenaea linophylla","3002","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Pultenaea polifolia","3011","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Pultenaea stipularis","3018","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Sphaerolobium vimineum","3033","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Viminaria juncea","3105","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Mirbelia platylobioides","2936","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Platylobium formosum","2961","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Almaleea incurvata","8365","Auld 1991","germ8","PY",NA,NA,NA,"Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat",NA
"Banksia ericifolia","5342","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Allocasuarina distyla","2010","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Acacia oxycedrus","3844","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Acacia suaveolens","3881","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Actinotus helianthi","1094","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Actinotus minor","1095","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Baeckea brevifolia","3986","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Bossiaea scolopendria","2789","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Cassytha glabella","3467","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Caustis recurvata","2343","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Conospermum taxifolium","5352","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Darwinia fascicularis","4027","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Dillwynia floribunda","2843","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Grevillea speciosa","5401","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Hemigenia purpurea","3376","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Hibbertia serpyllifolia","2550","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Kunzea capitata","4207","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Leucopogon ericoides","2616","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Leucopogon microphyllus","2629","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Mirbelia rubiifolia","2938","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Mitrasacme polymorpha","3595","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Phebalium squamulosum","5826","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Philotheca salsolifolia","5831","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Pimelea linifolia","6182","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Pultenaea rosmarinifolia","3015","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Tetratheca thymifolia","6214","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Xanthosia tridentata","1163","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Zieria laevigata","5841","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Dampiera stricta","3174","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Hypolaena fastigiata","5533","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Lepidosperma neesii","2471","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Lepyrodia scariosa","5541","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Platysace linearifolia","1145","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Ptilothrix deusta","8956","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Anisopogon avenaceus","4749","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Cyathochaeta diandra","2347","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Entolasia stricta","4947","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Goodenia bellidifolia","3175","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Lepidosperma concavum","8380","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Lomandra cylindrica","6298","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Lomandra filiformis","6302","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Lomandra glauca","6304","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Schoenus imberbis","2496","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Schoenus lepidosperma","9222","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Schoenus moorei","2501","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Tetratheca ericifolia","6204","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Velleia spathulata","3219","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Banksia oblongifolia","5345","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, serotinous_resprouter",NA
"Angophora hispida","3972","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Caesia parviflora","3535","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Drosera peltata","2559","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Drosera pygmaea","2560","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Haemodorum corymbosum","6435","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Patersonia sericea","3303","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Sowerbaea juncea","3567","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Stylidium lineare","6159","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Thelionema umbellatum","6461","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Thysanotus juncifolius","3572","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Philotheca buxifolia","10577","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Pultenaea tuberculata","11386","Bradstock Tozer Keith 1997","surv1","None",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Xanthorrhoea resinosa","6321","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Hibbertia empetrifolia subsp. empetrifolia","10863","Bradstock Tozer Keith 1997","surv1","All",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread","original name: Hibbertia empetrifolia"
"Banksia ericifolia","5342","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Allocasuarina distyla","2010","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Acacia oxycedrus","3844","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Acacia suaveolens","3881","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Actinotus helianthi","1094","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Actinotus minor","1095","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Baeckea brevifolia","3986","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Bossiaea scolopendria","2789","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Cassytha glabella","3467","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Caustis recurvata","2343","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Conospermum taxifolium","5352","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Darwinia fascicularis","4027","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Dillwynia floribunda","2843","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Grevillea speciosa","5401","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Hemigenia purpurea","3376","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Hibbertia serpyllifolia","2550","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Kunzea capitata","4207","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Leucopogon ericoides","2616","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Leucopogon microphyllus","2629","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Mirbelia rubiifolia","2938","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Mitrasacme polymorpha","3595","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Phebalium squamulosum","5826","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Philotheca salsolifolia","5831","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Pimelea linifolia","6182","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Pultenaea rosmarinifolia","3015","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Tetratheca thymifolia","6214","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Xanthosia tridentata","1163","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Zieria laevigata","5841","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Dampiera stricta","3174","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Hypolaena fastigiata","5533","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Lepidosperma neesii","2471","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Lepyrodia scariosa","5541","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Platysace linearifolia","1145","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Ptilothrix deusta","8956","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
"Anisopogon avenaceus","4749","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Cyathochaeta diandra","2347","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Entolasia stricta","4947","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Goodenia bellidifolia","3175","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Lepidosperma concavum","8380","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Lomandra cylindrica","6298","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Lomandra filiformis","6302","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Lomandra glauca","6304","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Schoenus imberbis","2496","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Schoenus lepidosperma","9222","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Schoenus moorei","2501","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Tetratheca ericifolia","6204","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Velleia spathulata","3219","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
"Banksia oblongifolia","5345","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_resprouter",NA
"Angophora hispida","3972","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Caesia parviflora","3535","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Drosera peltata","2559","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Drosera pygmaea","2560","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Haemodorum corymbosum","6435","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Patersonia sericea","3303","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Sowerbaea juncea","3567","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Stylidium lineare","6159","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Thelionema umbellatum","6461","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Thysanotus juncifolius","3572","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Philotheca buxifolia","10577","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Pultenaea tuberculata","11386","Bradstock Tozer Keith 1997","germ1","Canopy",NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
"Xanthorrhoea resinosa","6321","Bradstock Tozer Keith 1997","germ1","Transient",NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
"Hibbertia empetrifolia subsp. empetrifolia","10863","Bradstock Tozer Keith 1997","germ1","Soil-persistent",NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread","original name: Hibbertia empetrifolia"
"Macrozamia plurinervia","10531","Clarke Knox 2002","surv1","All",NA,NA,NA,"Fire response, Resprouts",NA
"Leionema ambiens","10724","Clarke Knox 2002","surv1","None",NA,NA,NA,"Fire response, Obligate seeder",NA
"Leionema rotundifolium","10736","Clarke Knox 2002","surv1","None",NA,NA,NA,"Fire response, Obligate seeder",NA
"Acacia williamsiana","10796","Clarke Knox 2002","surv1","None",NA,NA,NA,"Fire response, Obligate seeder*","Inferred from morphology or sister taxa"
"Hakea laevipes subsp. graniticola","10803","Clarke Knox 2002","surv1","All",NA,NA,NA,"Fire response, Resprouts",NA
"Banksia integrifolia subsp. monticola","10817","Clarke Knox 2002","surv1","All",NA,NA,NA,"Fire response, Resprouts",NA
